meeting,block_id,votes,of,models_voting_yes,speaker,start,text_snippet
"City Council Budget Hearing - October 21, 2025 [pkVzY-53sJI]",381,1,5,phi-4,SPEAKER_00,8245.62,60 is the the age we have to retire as warrant officers. Okay. Thank you council president thank you I didn't want to say anything that's an important
"City Council Budget Hearing - October 21, 2025 [pkVzY-53sJI]",382,1,5,phi-4,UNKNOWN,8267.28,point of clarification I asked the question because do you look rather
"City Council Budget Hearing - October 21, 2025 [pkVzY-53sJI]",383,2,5,gemma-4-4b;phi-4,SPEAKER_00,8273.44,young to retire I have two two questions kind of in the weeds maybe a little bit but um so you're probably thankful that this is your last budget that you need to do um there i noticed a line for on-call um captains um can you talk a little bit about what that means and it says that there's a note t
"City Council Budget Hearing - October 21, 2025 [pkVzY-53sJI]",384,1,5,phi-4,UNKNOWN,8302.94,exactly does that mean so it came out of a different line item before so the new line item was added so um every night after hours there's a duty captain who takes calls um and basically you know the the shift oic the lieutenant working or sergeant will handle this you know any issues that come up i
"City Council Budget Hearing - October 21, 2025 [pkVzY-53sJI]",385,1,5,phi-4,SPEAKER_00,8342.68,and that's the compensation for that got it and then i also noticed an increase for community
"City Council Budget Hearing - October 21, 2025 [pkVzY-53sJI]",386,1,5,phi-4,UNKNOWN,8348.68,"service aids can you talk a little bit about why we anticipate needing that for the upcoming year it looks like um it looks like we increased it in 2025 but we haven't used all of that for this year So I'm just kind of curious. Yeah, that would come down to staffing. We've been understaffed for year"
"City Council Budget Hearing - October 21, 2025 [pkVzY-53sJI]",391,2,5,gemma-4-4b;phi-4,SPEAKER_00,8408.72,minor calls like parking issues noise complaints things of those natures okay so currently because that has been understaffed we're pulling officers off to do some of that work a lot of that work all of that work yes okay got it thank you very much thank you council president councilman uh thank you
"City Council Budget Hearing - October 21, 2025 [pkVzY-53sJI]",393,1,5,gemma-4-4b,SPEAKER_00,8446.38,is that still going to kind of be like a one-man office or are we planning to add additional resources we need an additional person there typically there was another sergeant there our
"City Council Budget Hearing - October 21, 2025 [pkVzY-53sJI]",396,4,5,ministral-8b;phi-4;qwen3.5-9b-q6;qwen3.5-9b-q8,UNKNOWN,8489.97,at the police budget you know a question comes to my mind on you know what can we do and what can
"City Council Budget Hearing - October 21, 2025 [pkVzY-53sJI]",398,2,5,qwen3.5-9b-q6;qwen3.5-9b-q8,UNKNOWN,8535.62,i don't have the answer to that i mean they don't have a real good answer except to just say keep advocating i mean you can see you saw in the october 6 presentation that our our costs with that continue to increase every year exponentially compared to what we get from the state so it's important to
"City Council Budget Hearing - October 21, 2025 [pkVzY-53sJI]",399,3,5,gemma-4-4b;ministral-8b;phi-4,SPEAKER_00,8556.88,know upcoming retirements and you know fringe benefits you know going up year over year I just think you know it would behoove all of us to kind of try to get the state to you know give more to police bureaus and retired officers and
"City Council Budget Hearing - October 21, 2025 [pkVzY-53sJI]",400,1,5,phi-4,UNKNOWN,8572.12,kind of relief relieve municipalities who are taking on the burden of that
"City Council Budget Hearing - October 21, 2025 [pkVzY-53sJI]",402,1,5,gemma-4-4b,UNKNOWN,8591.49,couple were added pay was bummed and I if I remember it but I don't know if it was a new position or not but an admin assistant can talk about kind of what the goals are around increasing that program increasing the pay and also trying to I imagine recruiting is difficult and I'm sure that's part of
"City Council Budget Hearing - October 21, 2025 [pkVzY-53sJI]",408,4,5,gemma-4-4b;ministral-8b;phi-4;qwen3.5-9b-q6,UNKNOWN,8717.13,zero efforts and our safe routes to schools so we know that those positions are are very critical in the city and we appreciate all the crossing guards that we have because uh is a really really
"City Council Budget Hearing - October 21, 2025 [pkVzY-53sJI]",409,3,5,ministral-8b;phi-4;qwen3.5-9b-q6,SPEAKER_00,8729.77,thankless and tough job um and um and so yes i think that's all i have to say about that i don't
"City Council Budget Hearing - October 21, 2025 [pkVzY-53sJI]",410,3,5,ministral-8b;phi-4;qwen3.5-9b-q6,UNKNOWN,8737.61,know if there's anything else to add yeah i would just add that it is a tough position to fill because it's a hour two in the morning an hour two in the afternoon so to get yelled at yeah an hour in the morning to yell that and then an hour or two in the afternoon there's been a ton of discussion as
"City Council Budget Hearing - October 21, 2025 [pkVzY-53sJI]",412,4,5,ministral-8b;phi-4;qwen3.5-9b-q6;qwen3.5-9b-q8,UNKNOWN,8762.49,it's unfortunate it's a bad reflection on our drivers particularly in our community and i would just say i do really hope that i told sergeant summerall that i hope that he proves me wrong and fills every one of those positions i would love to see that as well thank you
"City Council Budget Hearing - October 21, 2025 [pkVzY-53sJI]",414,1,5,phi-4,UNKNOWN,8810.3,work as a soe director for temple we did a lot of coordination with invictus and i thought that was really successful um is that in in the budget for next year kind of what are what is the police department thinking about that role so we ran it through i believe we cut the hours back a little bit ri
"City Council Budget Hearing - October 21, 2025 [pkVzY-53sJI]",418,3,5,phi-4;qwen3.5-9b-q6;qwen3.5-9b-q8,UNKNOWN,8902.72,department and council to consider that in future years yeah the only thing i would add with the park rangers um when you create a position that they're now city employees it's you know is you you have that position yeah so it's it's a long-term investment yeah thank you 800 block of george street u
"City Council Budget Hearing - October 21, 2025 [pkVzY-53sJI]",419,2,5,qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_00,8940.17,positive benefits for the department the city and so forth so that's that's amazing that's absolutely fantastic so broadly speaking what I'm coming up to advocate for is I do think that the city budget in what essentially is a
"City Council Budget Hearing - October 21, 2025 [pkVzY-53sJI]",420,1,5,phi-4,UNKNOWN,8959.3,Goldilocks economy we have very low unemployment we have 2.9 percent
"City Council Budget Hearing - October 21, 2025 [pkVzY-53sJI]",421,2,5,gemma-4-4b;phi-4,SPEAKER_00,8963.3,"inflation last year we had a 5.5 percent general fund increase we're trying to to not raise the EIT over another 10 years. The current budget is proposing a 6.5% general fund increase and a reserve drawdown of $859,000 and change. I just don't think that's the right recipe for 2026."
"City Council Budget Hearing - October 21, 2025 [pkVzY-53sJI]",422,1,5,phi-4,UNKNOWN,8987.63,I think funding police adequately and having as many officers on the street
"City Council Budget Hearing - October 21, 2025 [pkVzY-53sJI]",426,3,5,gemma-4-4b;ministral-8b;phi-4,UNKNOWN,9009.99,"I wanted to ask about the staffing. It sounds like the budgeted staffing is 114 positions in 2025, 128 positions in 2026. But if I heard you correctly, we actually only currently"
"City Council Budget Hearing - October 21, 2025 [pkVzY-53sJI]",427,2,5,ministral-8b;phi-4,SPEAKER_00,9027.75,have 104 sworn officers and the intent is to increase that by 10 ish which would be I guess 114 so my question is how does that then relate to the
"City Council Budget Hearing - October 21, 2025 [pkVzY-53sJI]",428,2,5,ministral-8b;phi-4,UNKNOWN,9043.19,top-line budget for the police department that I'm seeing if we're at 114 instead of 128 does that mean that we'll be spending less than the number
"City Council Budget Hearing - October 21, 2025 [pkVzY-53sJI]",438,2,5,gemma-4-4b;ministral-8b,UNKNOWN,9215.66,100 and i guess ultimately 128 versus 114. what what does that mean again in terms of enhanced safety quicker response to crime and so forth because i think if i mean that's the trade-off ultimately the city council has to weigh i guess another question would be how much does an individual officer c
"City Council Budget Hearing - October 21, 2025 [pkVzY-53sJI]",441,2,5,gemma-4-4b;qwen3.5-9b-q6,SPEAKER_00,9290.88,pretty significant that we've gone from a 145 to 128 that is an enormous amount of savings to budget over time and we're that we're not staffing at a level that's not appropriate to the call volume of our city and it speaks to the gains that we've made in safety our homicide rates are down et cetera
"City Council Budget Hearing - October 21, 2025 [pkVzY-53sJI]",442,1,5,qwen3.5-9b-q6,UNKNOWN,9342.24,safety in the city and i would just add that the staffing study didn't just tell us what the number of officers should be it told us when we should be deploying those officers the times so we looked at that and we adjusted our minimum staffing around those times which when we're fully
"City Council Budget Hearing - October 21, 2025 [pkVzY-53sJI]",443,1,5,qwen3.5-9b-q6,SPEAKER_00,9361.06,staffed will cut down significantly as well on cost if i could ask um the incremental cost of one officer roughly speaking uh new officers i think start out at 65 65 000 um fringe benefits
"City Council Budget Hearing - October 21, 2025 [pkVzY-53sJI]",445,2,5,gemma-4-4b;phi-4,SPEAKER_00,9396.56,block of east fine street i thank you for the presentation tonight and for your service you guys have a tough job and i think you do it well um quick question just around enforcement priorities if you're up to the full 128 officers does that give you a little bit of a like a flexibility where the of
