condition,meeting,block_id,in_baseline,in_condition,speaker,start,word_count,text
D_size5,"City Council Meeting - July 22, 2025 [Y4mI4udbAfM]",113,0,1,SPEAKER_16,9702.58,353,mitchell uh 400 block of east grant street um and i also wasn't planning on speaking today so i'm just gonna kind of go for it and say what's in my heart um i just hearing the report from president vacay uh with a lot of those really sort of nice comforting uh details about you know the cooling span
D_size5,"City Council Meeting - July 22, 2025 [Y4mI4udbAfM]",124,1,0,SPEAKER_10,10733.29,82,counselor ahmed thank you council president and as this is an ongoing issue where we are learning more each day i would hope that council can receive a report on what options council does have what are the current situation regarding the data centers to help make sure that council knows what we can 
D_size5,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",14,0,1,SPEAKER_04,1108.41,123,"Thank you very much, Zaira. Are there any additional public comments on the resolution? I did that backwards, but any council comments on the resolution? Thank you, I'll just say again, thank you so much for being here and highlighting the fact that we need to be continually affirming of our desire "
D_size5,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",18,1,0,SPEAKER_07,1330.41,30,june 19 2025 as juneteenth in the city of lancaster and calling upon all lancastrians to honor the dignity culture and contributions of african americans to the history and life
D_size5,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",49,0,1,SPEAKER_11,2624.6,34,any comments on this uh this appointment um i was just very impressed with um christopher mr sloth overall um his view on life and um his experience and background thank you very much
D_size5,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",50,0,1,SPEAKER_04,2645.1,122,um counselor craig i would agree with you i thought mr salt was uh particularly well well suited for this position um and he was also among all the applicants affirmed um that they are residents of the city that they had not held any political position uh political action committee position uh in th
D_size5,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",70,1,0,SPEAKER_14,2987.77,182,motioning and seconding counselor Hirsch I was you know impressed with Erica's background in the legal world and this particularly I was impressed by a story she told him which she talked about a time where she kind of had to admit that she made a mistake but felt better about bringing that to light
D_size5,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",73,0,1,SPEAKER_13,3170.42,86,good evening good evening grant sprunger 500 block of st joseph's street thank you i just want to say i'm very happy to be considered but also hearing the background of all the candidates that were interviewed i am happy that there are people that were chosen that were of vapor's backgrounds that ha
D_size5,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",110,0,1,SPEAKER_17,3939.08,148,to respond to your questions yes um i have applied for the lab program numerous times not me my tenants have and they've been ignored delayed or denied these grants are supposedly available none have been available to me or my tenants yet my property still remains condemned in four years so where ar
D_size5,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",123,1,0,SPEAKER_02,4672.63,179,know they're doing yes so ugi is an independent contractor you'll often see trucks for miller pipeline that are working in neighborhoods that information is also available on the construction page they are responsible not only for trench repair after they dig holes in the street to replace the gas l
D_size5,"City Council Meeting - June 10, 2025 [PqPxK5dVghI]_standard",125,0,1,SPEAKER_11,4864.35,77,to piggyback on what mr daschle said about um for anybody that has not seen the reenactment of living experience at bethlehem church i went in december and i used to play lydia hamilton smith in that reenactment 25 years ago when they first started it it has grown so much since then and it is so goo
D_size5,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",9,0,1,SPEAKER_03,450.28,515,lappy's new avenge chair um i just want to give a little background on me so i'm originally from harrisburg pa actually i come from a really traditional vietnamese family and they both on both sides they settled in the u.s as refugees because of the war and so growing up in central pa the dichotomy 
D_size5,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",21,0,1,SPEAKER_12,1444.22,16,thank you for having me sorry about me being the one conflict we make it work
D_size5,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",27,1,0,SPEAKER_13,1692.38,14,important now more than ever absolutely thank you theodore counselor craig thank you council
D_size5,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",28,0,1,SPEAKER_17,1699.6,37,president and hello good evening it's very nice to see you again could you tell us about a time when you had an ethical dilemma and how you solved it yeah so um let me think here
D_size5,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",31,1,0,SPEAKER_12,1787.1,95,have not I've been working on my schooling the last few years and before that we were running a business so this is kind of the first time I've had any of the free time if you will to engage in something like this and I feel like this would be a great place to do it because I love this community I l
D_size5,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",35,0,1,SPEAKER_04,1878.46,39,"these policies are fully ethical good thank you that's all right thank you council president Thank you, Theodore, for your willingness to serve. How would you handle a situation where someone you know is subject to an ethics complaint?"
D_size5,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",37,0,1,SPEAKER_05,1937.22,30,council president and thank you theodore for your uh willingness to serve and answering our questions this evening how do you believe that integrity and honesty and elected officials can
D_size5,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",38,0,1,SPEAKER_12,1946.84,176,build trust in the community I think it's everything I I think if you see you know the people that you voted for if you see them engaging in things that are that are dishonest if you see them kind of not standing up for the little guy sometimes not that I'm saying anyone's doing that by the way that
D_size5,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",55,0,1,SPEAKER_17,4039.46,15,that's a Craig yeah I just want to say piggyback on what councillor has said
D_size5,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",56,0,1,SPEAKER_13,4048.15,58,and just to say thank you thanks for all you do I just the only thing I wanted to add is I loved the innovative partnerships that were seen particularly at the City Housing Authority I just thought that was brilliant and the ways you guys did that to get more out of it I thought that was
D_size5,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",58,0,1,SPEAKER_07,4101.13,225,bragging rights thank you mayor and i just appreciate so much your support and how much you've talked us up because it has helped in a lot of different a lot of different areas and the resources that we've received we are one of the top performing we actually um you know as i mentioned we decreased 
D_size5,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",64,0,1,SPEAKER_16,4364.18,167,reviewed this at committee and at our previous meeting uh good evening city council mayor members of the public um thank you councillor craig i i think that was an excellent summary i i really don't have very much to add i know as a bill this is the second reading before council we also addressed it
D_size5,"City Council Meeting - May 27, 2025 [vexHgMfzvKE]_standard",81,1,0,SPEAKER_05,4726.77,22,councilor med uh the time of the flag raising i believe it is 10 a.m i would have to get back to
D_size5,"City Council Meeting - September 9, 2025 [H5Gp_GuYYYg]_standard",17,0,1,SPEAKER_06,1236.72,129,time to thank you all thank you other council comments that's president thank you zyra for the presentation um thank you for all of the tremendous work that you and your department are doing it's really important I if I understood the one statistic on the one slide correctly you said that 34.8 perce
D_size5,"City Council Meeting - September 9, 2025 [H5Gp_GuYYYg]_standard",43,0,1,SPEAKER_12,3143.05,422,for sure is people just coming and enjoying the space it's a lot more open to people who are there to just relax and read or work with their ipads or their laptops it's just a much more open and lighting space we have more computer access than we did at the old building it's a much more open area al
D_size5,"City Council Meeting - September 9, 2025 [H5Gp_GuYYYg]_standard",44,0,1,SPEAKER_03,3293.51,72,the building thank you so much it's it's always nice to hear about opportunities for spaces where people can just exist without the expectation to spend any money because we don't have any of those besides the library and that's why it's so valuable so thank you for that counselors any questions or 
D_size5,"City Council Meeting - September 9, 2025 [H5Gp_GuYYYg]_standard",83,0,1,SPEAKER_01,4185.27,57,a second counselor craig thank you council president um um was originally um the original resolution we went over in may the amendment is because of a of an incorrectly listed height measurement from 15 feet to 13 feet 6 inches which complies with the city's ordinances so just a slight error in meas
D_size5,"City Council Meeting - September 9, 2025 [H5Gp_GuYYYg]_standard",102,0,1,SPEAKER_15,4901.08,6,Thank you. Thank you so much.
D_size5,"City Council Meeting - September 9, 2025 [H5Gp_GuYYYg]_standard",103,1,0,SPEAKER_10,4903.37,43,I would also say that increase in donor support to if we weren't doing something that they wanted. I don't think we would get the amount of money that we got in the in 2024 for the support of the work we do.
D_size5,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",22,0,1,SPEAKER_11,1656.28,13,question you did give a timeline the project okay completion maybe okay thank
D_size5,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",30,0,1,SPEAKER_11,1814.88,17,appreciate that number four staff report to planning commission um so i was just going to give
D_size5,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",33,1,0,SPEAKER_07,2024.85,58,over the two-year period that's a great question i don't think that that is part of the minor plan but it is on their property and so they would i mean as just part of it being your own parcel you would have to you would have to maintain it right so what can the public expect if
D_size5,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",35,0,1,SPEAKER_07,2055.31,72,the land and so it would be you know for them to determine what was going to happen with the land because whether or not the mosaic land development goes there willow valley owns the land right and so it it would just be kind of a redetermination they probably my guess is that they would either resu
D_size5,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",40,0,1,SPEAKER_10,2165.39,31,thank you other business a public hearing sycamore ridge a public hearing to discuss the tentative plan for sycamore ridge is scheduled for september the 17th 2025 starting at 5 30.
D_size5,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",41,1,0,SPEAKER_03,2187.9,83,this is this is just for remembering that the next meeting we will have a public hearing I wasn't sure if how frequently you guys have held public hearings and if you want some guidance on the process for that public hearing because there's different requirements that you would need to meet and beca
D_size5,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",67,0,1,SPEAKER_13,3230.02,74,as well um agreed i don't think we need a public hearing but and especially because i think the public may be confused about our role but i do think we should keep it as an agenda item possibly on that october first meeting for having it um still just to allow for it to be part of the conversation a
D_size5,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",68,0,1,SPEAKER_02,3260.53,310,i mean i think it needs to be something that we continue just again just just to be able to provide information to the public about what the city is doing i mean i think as uh lauren and as staff has already uh shared there there are irons in the fire um that the city is has responded to public inpu
D_size5,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",70,0,1,SPEAKER_05,3391.8,66,forward in light of transparency are we able to put this schedule that's on the bullet on the faq page just so it's easily accessible by the public to be able to see when these milestones are being met and to know when um key participation opportunities will present themselves what does it mean you 
D_size5,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",86,0,1,SPEAKER_13,4075.6,23,can this memo be made public or is that not do we have a motion on the floor okay mr chair i would
D_size5,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",87,0,1,SPEAKER_00,4100.03,55,like okay mr i didn't mean to say it that way but i would like to make a motion then to cancel the public hearing portion of our october 1st meeting but to still leave as an agenda item open to the discussion of what we have talked about today I just like to speak
D_size5,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",89,0,1,SPEAKER_11,4210.44,20,let it know by saying aye aye aye aye aye aye opposed ayes have it motion carried i would like
D_size5,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",94,0,1,SPEAKER_12,4378.31,86,understand the background information to that decision i want to echo commissioner dastra and maybe request like can we just have a standing agenda item where it's an update on where we're at with updating the zoning code because i feel like we go kind of months without hearing and i think it's real
D_size5,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",95,0,1,SPEAKER_05,4438.85,21,is there a goal that the city has in order to get some of this um you know work underway from
D_size5,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",97,0,1,SPEAKER_05,4459.8,269,made and then following the awarding of that project will it kick off immediately or is that pending the schedules that the consultants have do you think the speed of the like ability of the consultant to get to work would influence that decision at all or is that decision solely going to be made ba
D_size5,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",98,0,1,SPEAKER_07,4560.23,114,occur I would also add to that that we have residences online that are not filling and so I think that there's also right and so right so but it's kind of like a circular domino effect right because if they're they're not filling so they're not building more it depends on what the builder wants to b
D_size5,"Planning Commission Meeting - September 3, 2025 [5PuBv9zFX3I]_standard",99,0,1,SPEAKER_05,4624.22,96,"waiting game yeah and I'll close with one final statement I think it would be great as a group to kind of come back and maybe huddle up I don't know what you want to call it on the comprehensive plan it's just been a while since I I think we've kind of discussed the goals, objectives, and I think ju"
